Vardas              Pavardė            ND1     ND2     ND3     ND4     ND5     ND6     ND7     ND8     ND9     ND10    ND11    ND12    ND13    ND14    ND15    EGZ     
Vardas906           Pavardė906         2       2       2       6       8       3       1       6       8       9       7       2       7       3       7       4       
Vardas907           Pavardė907         9       10      10      6       10      8       2       4       8       1       3       4       0       3       9       5       
Vardas908           Pavardė908         6       8       5       6       6       2       4       9       10      5       2       2       3       7       8       6       
Vardas909           Pavardė909         5       6       5       4       1       8       4       3       6       5       8       9       3       10      2       10      
Vardas910           Pavardė910         6       7       0       8       5       1       6       1       9       0       7       9       10      8       3       7       
Vardas911           Pavardė911         3       8       8       9       10      0       1       6       7       0       8       8       0       5       3       4       
Vardas912           Pavardė912         9       7       7       5       5       6       5       2       9       2       0       2       7       6       6       7       
Vardas913           Pavardė913         3       3       3       1       8       5       7       6       10      7       6       8       5       3       7       7       
Vardas914           Pavardė914         9       10      0       7       9       6       9       5       4       9       5       3       8       3       0       0       
Vardas915           Pavardė915         9       2       1       9       7       10      3       7       1       5       6       0       7       9       4       0       
Vardas916           Pavardė916         3       8       4       6       4       5       3       4       7       1       5       9       10      1       8       5       
Vardas917           Pavardė917         9       0       9       10      5       6       7       5       7       0       3       10      4       7       6       0       
Vardas918           Pavardė918         7       9       2       8       3       9       2       3       8       3       2       10      9       8       4       8       
Vardas919           Pavardė919         3       0       4       8       9       10      9       8       1       2       5       9       9       1       10      10      
Vardas920           Pavardė920         5       9       6       2       3       0       0       8       4       3       5       3       3       9       1       1       
Vardas921           Pavardė921         10      2       4       0       7       2       2       1       1       9       9       6       8       0       5       0       
Vardas922           Pavardė922         7       7       2       6       1       3       1       2       5       0       4       8       9       6       9       4       
Vardas923           Pavardė923         7       5       5       6       9       6       8       5       4       10      1       10      5       9       1       7       
Vardas924           Pavardė924         9       8       0       4       2       9       5       5       1       10      7       5       2       0       7       10      
Vardas925           Pavardė925         10      3       7       9       10      6       8       10      8       3       4       10      1       8       0       0       
Vardas926           Pavardė926         0       3       7       6       7       5       1       2       0       7       6       8       4       9       1       8       
Vardas927           Pavardė927         1       8       9       4       9       10      7       0       7       7       1       8       2       8       4       5       
Vardas928           Pavardė928         1       2       10      9       5       2       6       7       3       0       10      6       4       7       6       7       
Vardas929           Pavardė929         9       6       8       6       6       4       5       4       2       5       4       5       7       10      3       7       
Vardas930           Pavardė930         4       7       6       5       1       2       5       5       9       6       9       2       9       10      9       4       
Vardas931           Pavardė931         4       0       4       4       5       4       6       5       6       10      3       10      0       9       9       9       
Vardas932           Pavardė932         4       0       0       5       2       6       10      4       9       6       6       0       7       3       3       0       
Vardas933           Pavardė933         2       5       6       2       1       10      2       7       7       9       2       6       4       7       2       1       
Vardas934           Pavardė934         3       2       1       5       0       4       5       3       3       9       8       5       1       0       3       9       
Vardas935           Pavardė935         4       4       9       6       6       8       5       4       4       8       0       3       9       6       7       3       
Vardas936           Pavardė936         8       10      0       9       4       5       5       2       7       3       4       3       4       3       9       10      
Vardas937           Pavardė937         7       7       6       2       5       4       5       4       7       3       3       5       5       4       6       6       
Vardas938           Pavardė938         7       7       2       7       5       10      6       7       10      2       7       9       4       4       4       10      
Vardas939           Pavardė939         1       7       2       10      2       9       2       7       2       6       7       1       5       7       7       10      
Vardas940           Pavardė940         7       4       6       5       8       9       5       2       9       9       8       1       1       8       7       6       
Vardas941           Pavardė941         3       0       5       8       6       4       4       8       1       8       6       2       4       1       5       10      
Vardas942           Pavardė942         6       9       10      9       9       9       10      2       6       9       5       4       4       8       0       8       
Vardas943           Pavardė943         6       5       6       9       7       6       10      2       1       2       6       3       9       10      1       0       
Vardas944           Pavardė944         6       2       10      10      9       0       0       10      4       0       3       9       3       1       6       5       
Vardas945           Pavardė945         3       6       8       5       7       5       7       5       5       3       5       2       5       3       2       0       
Vardas946           Pavardė946         4       4       8       8       3       3       5       0       1       9       9       4       7       6       5       5       
Vardas947           Pavardė947         7       9       1       8       4       7       6       2       1       5       2       10      3       7       7       6       
Vardas948           Pavardė948         1       1       0       1       9       5       2       9       7       2       10      10      1       6       8       2       
Vardas949           Pavardė949         3       1       7       4       4       3       7       8       0       4       9       5       2       0       3       10      
Vardas950           Pavardė950         4       5       7       10      9       2       7       6       5       6       2       6       0       1       5       0       
Vardas951           Pavardė951         5       6       1       9       6       8       0       5       4       8       10      8       9       5       5       2       
Vardas952           Pavardė952         10      7       7       10      1       5       8       6       4       0       3       2       8       3       5       10      
Vardas953           Pavardė953         8       5       4       5       9       7       0       9       4       6       6       6       9       0       7       6       
Vardas954           Pavardė954         8       0       6       6       2       10      1       5       1       7       3       0       2       0       10      9       
Vardas955           Pavardė955         8       1       3       6       3       6       10      6       6       0       5       10      9       3       5       6       
Vardas956           Pavardė956         0       9       2       4       4       9       7       2       8       6       9       5       3       3       3       8       
Vardas957           Pavardė957         2       0       8       9       9       7       2       6       2       7       2       9       8       2       10      6       
Vardas958           Pavardė958         8       0       1       5       6       6       0       1       4       7       1       3       7       7       10      0       
Vardas959           Pavardė959         1       2       7       6       4       9       5       4       4       1       8       1       1       6       6       6       
Vardas960           Pavardė960         2       5       1       6       0       10      6       2       10      1       7       7       5       9       2       8       
Vardas961           Pavardė961         9       8       6       6       10      3       5       0       5       1       1       6       1       9       4       1       
Vardas962           Pavardė962         0       8       3       4       2       2       2       10      1       3       3       1       10      1       2       5       
Vardas963           Pavardė963         10      9       0       5       4       9       4       1       2       3       6       6       2       1       7       2       
Vardas964           Pavardė964         9       3       5       1       2       8       7       5       6       7       2       8       1       2       7       7       
Vardas965           Pavardė965         1       1       4       3       4       8       1       5       5       1       0       5       4       1       6       5       
Vardas966           Pavardė966         5       3       2       0       2       1       0       0       2       6       8       3       0       0       3       10      
Vardas967           Pavardė967         9       1       4       3       1       2       5       3       7       8       4       10      1       4       5       4       
Vardas968           Pavardė968         7       6       0       1       5       6       6       3       1       5       4       1       7       10      7       10      
Vardas969           Pavardė969         10      2       9       10      9       6       6       10      9       3       3       7       3       0       0       7       
Vardas970           Pavardė970         10      6       7       8       6       9       6       1       8       5       2       0       5       7       5       3       
Vardas971           Pavardė971         9       4       10      6       1       0       8       5       1       10      7       2       7       9       10      8       
Vardas972           Pavardė972         7       5       4       10      8       3       0       4       5       5       2       7       4       7       7       5       
Vardas973           Pavardė973         6       3       0       9       5       9       8       10      6       4       2       7       4       7       9       4       
Vardas974           Pavardė974         7       2       4       7       0       0       7       0       8       9       4       7       9       4       7       10      
Vardas975           Pavardė975         1       0       5       3       3       2       1       10      4       0       1       6       2       5       0       3       
Vardas976           Pavardė976         8       1       5       6       9       0       3       1       8       9       5       9       2       8       1       3       
Vardas977           Pavardė977         9       10      5       5       9       4       3       8       4       7       5       0       2       4       8       4       
Vardas978           Pavardė978         6       2       6       9       10      9       7       5       6       4       6       8       8       5       1       2       
Vardas979           Pavardė979         2       5       2       2       2       4       9       1       9       0       3       7       3       5       1       9       
Vardas980           Pavardė980         0       2       4       6       2       3       1       1       8       6       8       1       5       7       10      6       
Vardas981           Pavardė981         6       2       5       5       4       7       8       4       1       0       4       3       5       3       2       8       
Vardas982           Pavardė982         7       10      4       0       3       0       2       5       0       7       0       0       0       1       10      5       
Vardas983           Pavardė983         10      7       0       10      6       0       5       9       5       0       4       3       9       1       5       9       
Vardas984           Pavardė984         3       2       6       10      4       9       9       9       7       0       9       4       2       3       6       0       
Vardas985           Pavardė985         2       7       5       9       4       5       9       6       1       5       6       1       1       6       1       7       
Vardas986           Pavardė986         3       4       6       5       0       10      10      7       7       8       1       4       5       10      6       6       
Vardas987           Pavardė987         3       9       9       8       5       7       2       1       10      1       1       0       7       3       6       7       
Vardas988           Pavardė988         7       10      0       0       3       9       9       2       5       10      7       7       2       9       2       5       
Vardas989           Pavardė989         5       10      1       9       9       8       1       2       3       2       2       8       1       3       2       7       
Vardas990           Pavardė990         3       8       5       10      1       10      10      2       0       7       8       5       7       10      8       5       
Vardas991           Pavardė991         7       3       1       3       5       9       3       6       3       9       0       9       2       0       2       10      
Vardas992           Pavardė992         10      5       9       0       6       0       6       4       10      4       7       7       0       6       1       8       
Vardas993           Pavardė993         2       1       1       8       10      2       5       9       2       7       3       8       2       10      3       5       
Vardas994           Pavardė994         10      1       2       1       6       7       9       3       1       6       3       9       8       5       4       2       
Vardas995           Pavardė995         5       10      4       8       6       10      7       10      5       1       4       9       0       2       9       8       
Vardas996           Pavardė996         10      1       4       10      3       9       4       5       6       5       3       7       3       9       6       10      
Vardas997           Pavardė997         2       1       3       7       1       8       1       2       4       0       5       2       4       8       4       10      
Vardas998           Pavardė998         6       5       4       1       1       8       2       4       7       9       1       2       2       3       7       2       
Vardas999           Pavardė999         8       0       9       0       0       4       8       5       3       0       5       6       4       3       1       7       
Vardas1000          Pavardė1000        4       0       8       2       6       7       10      7       7       8       1       9       2       0       3       0       
