Vardas           Pavardė         ND1              ND2              ND3              ND4              ND5              ND6              ND7              ND8              ND9              ND10             ND11             ND12             ND13             ND14             ND15             EGZ              
Vardas831        Pavardė831      6                0                1                4                2                6                6                9                3                4                7                10               6                4                8                3                
Vardas832        Pavardė832      1                1                0                5                5                1                0                10               2                9                1                6                7                10               6                5                
Vardas833        Pavardė833      0                7                2                5                0                10               9                3                0                5                10               6                9                2                6                2                
Vardas834        Pavardė834      1                4                8                7                3                6                1                8                10               4                10               6                1                8                1                9                
Vardas835        Pavardė835      7                0                10               5                10               6                0                6                9                1                3                8                9                4                0                10               
Vardas836        Pavardė836      2                4                2                0                9                1                10               0                10               4                1                8                10               3                1                5                
Vardas837        Pavardė837      2                8                5                7                0                2                8                10               1                3                1                3                0                1                1                6                
Vardas838        Pavardė838      5                7                9                1                8                4                3                5                7                10               0                9                1                2                2                8                
Vardas839        Pavardė839      3                9                7                5                0                5                5                1                4                0                1                1                0                5                3                5                
Vardas840        Pavardė840      9                2                2                7                7                5                0                8                4                4                3                2                0                10               1                1                
Vardas841        Pavardė841      5                4                5                10               10               6                0                10               9                5                8                3                8                2                0                3                
Vardas842        Pavardė842      5                4                2                7                2                1                7                8                3                2                7                2                6                0                5                4                
Vardas843        Pavardė843      4                0                2                3                2                7                0                9                6                8                6                8                2                4                0                1                
Vardas844        Pavardė844      5                8                0                9                3                2                7                3                10               1                8                8                4                5                3                9                
Vardas845        Pavardė845      5                9                3                0                6                5                6                0                7                0                2                7                4                5                4                2                
Vardas846        Pavardė846      4                10               1                2                9                7                0                3                7                9                4                8                0                2                10               7                
Vardas847        Pavardė847      9                10               6                2                0                9                7                9                5                6                3                6                9                2                6                2                
Vardas848        Pavardė848      8                8                6                5                10               5                6                1                8                1                8                2                5                7                5                1                
Vardas849        Pavardė849      9                6                7                4                3                0                0                8                2                1                9                1                3                6                1                2                
Vardas850        Pavardė850      7                7                7                2                1                4                6                2                8                1                1                6                0                4                1                9                
Vardas851        Pavardė851      6                4                9                4                4                2                3                8                10               1                2                10               7                5                2                9                
Vardas852        Pavardė852      6                9                0                9                10               9                0                5                0                8                7                0                2                9                5                4                
Vardas853        Pavardė853      1                0                10               6                7                5                6                5                3                10               7                9                0                1                8                4                
Vardas854        Pavardė854      8                4                1                10               9                0                1                5                9                7                5                5                10               1                6                0                
Vardas855        Pavardė855      3                10               7                1                9                7                0                0                10               7                0                3                3                1                7                7                
Vardas856        Pavardė856      3                9                5                8                9                2                7                9                10               8                5                2                0                10               3                8                
Vardas857        Pavardė857      1                10               3                7                1                2                6                7                3                9                6                10               9                2                2                6                
Vardas858        Pavardė858      7                4                4                0                3                6                1                0                6                9                5                3                7                7                0                7                
Vardas859        Pavardė859      10               9                5                2                5                2                6                10               6                3                9                3                2                2                9                10               
Vardas860        Pavardė860      8                9                9                4                8                4                3                4                9                0                10               7                7                2                0                10               
Vardas861        Pavardė861      2                3                9                10               9                3                7                9                2                6                9                7                10               7                0                5                
Vardas862        Pavardė862      7                9                3                8                4                4                3                3                3                2                3                1                4                0                9                4                
Vardas863        Pavardė863      1                7                1                7                5                1                7                4                1                1                7                1                3                9                6                9                
Vardas864        Pavardė864      5                6                2                5                0                3                9                1                8                3                2                3                9                7                10               4                
Vardas865        Pavardė865      6                0                4                3                5                0                0                7                7                7                1                2                1                1                8                10               
Vardas866        Pavardė866      6                3                9                2                6                7                5                1                6                3                8                7                7                0                10               0                
Vardas867        Pavardė867      1                6                3                6                9                4                6                4                1                6                9                3                9                4                2                7                
Vardas868        Pavardė868      1                5                5                3                8                2                3                0                1                9                0                8                9                1                9                8                
Vardas869        Pavardė869      2                2                8                8                9                2                8                5                0                8                0                4                9                5                2                6                
Vardas870        Pavardė870      1                8                0                0                6                0                3                3                2                2                4                10               2                1                4                2                
Vardas871        Pavardė871      6                3                9                4                3                7                6                0                4                4                8                0                2                9                1                5                
Vardas872        Pavardė872      1                6                10               0                1                9                5                1                8                5                8                2                1                2                0                1                
Vardas873        Pavardė873      1                3                0                8                7                8                5                1                4                5                5                8                9                4                9                5                
Vardas874        Pavardė874      4                5                1                6                4                2                10               7                4                8                10               6                5                0                7                2                
Vardas875        Pavardė875      3                8                6                10               9                0                0                10               8                0                2                9                0                0                1                5                
Vardas876        Pavardė876      7                4                2                4                6                10               5                0                4                5                4                7                5                8                2                10               
Vardas877        Pavardė877      3                2                7                4                10               1                6                3                5                7                10               5                6                7                3                1                
Vardas878        Pavardė878      6                4                3                2                5                3                6                2                4                3                9                9                8                0                1                3                
Vardas879        Pavardė879      9                5                6                4                1                7                7                8                9                1                7                2                9                2                9                7                
Vardas880        Pavardė880      0                7                4                10               2                6                0                2                8                8                9                4                7                8                9                8                
Vardas881        Pavardė881      7                4                10               7                8                3                10               7                0                7                6                9                1                7                0                9                
Vardas882        Pavardė882      6                0                6                0                5                4                10               4                5                5                5                4                6                1                3                3                
Vardas883        Pavardė883      5                5                0                4                0                3                5                7                5                1                7                4                4                1                5                0                
Vardas884        Pavardė884      9                0                5                7                6                1                5                1                4                7                7                3                9                1                9                10               
Vardas885        Pavardė885      1                2                7                8                3                3                9                2                2                7                4                4                5                2                1                4                
Vardas886        Pavardė886      6                3                8                3                9                0                0                1                2                3                8                2                4                4                8                1                
Vardas887        Pavardė887      5                1                7                10               2                5                7                3                3                8                1                10               9                8                6                10               
Vardas888        Pavardė888      5                4                1                6                10               8                4                4                3                9                3                3                7                2                6                9                
Vardas889        Pavardė889      7                6                6                7                7                8                0                4                8                7                3                4                10               3                1                6                
Vardas890        Pavardė890      8                7                4                6                5                8                10               6                5                5                3                3                2                0                6                6                
Vardas891        Pavardė891      10               3                2                8                5                8                6                7                0                9                1                1                4                5                2                10               
Vardas892        Pavardė892      6                7                1                7                10               3                3                2                4                6                5                9                0                6                0                3                
Vardas893        Pavardė893      1                6                0                10               8                8                3                4                2                10               2                5                0                7                10               10               
Vardas894        Pavardė894      8                4                6                6                7                1                3                8                10               2                2                9                0                3                0                1                
Vardas895        Pavardė895      7                10               6                0                8                9                5                10               9                1                7                5                6                5                9                5                
Vardas896        Pavardė896      2                8                5                8                10               10               9                5                0                3                3                1                1                1                0                3                
Vardas897        Pavardė897      8                8                2                0                0                1                8                0                10               4                6                0                9                10               4                5                
Vardas898        Pavardė898      3                3                4                8                8                6                5                4                6                7                1                9                8                5                10               7                
Vardas899        Pavardė899      5                9                6                10               8                8                0                7                6                9                10               9                2                5                10               7                
Vardas900        Pavardė900      8                3                8                6                9                9                1                4                10               0                10               1                9                6                8                7                
Vardas901        Pavardė901      4                10               0                9                10               2                6                8                5                10               0                3                2                2                10               6                
Vardas902        Pavardė902      3                3                1                2                7                8                10               10               0                7                10               5                1                6                5                6                
Vardas903        Pavardė903      4                5                0                10               9                4                3                3                8                7                7                2                9                7                1                8                
Vardas904        Pavardė904      1                3                6                6                9                7                7                4                10               9                2                7                6                10               3                9                
Vardas905        Pavardė905      6                7                4                8                8                9                2                10               3                5                5                4                7                10               9                0                
Vardas906        Pavardė906      6                7                3                5                4                7                7                0                7                4                4                9                10               6                0                1                
Vardas907        Pavardė907      4                2                6                4                2                3                1                3                0                1                10               9                7                3                10               3                
Vardas908        Pavardė908      2                1                4                10               8                8                8                5                6                10               4                3                8                8                8                0                
Vardas909        Pavardė909      3                8                10               4                7                9                8                1                0                6                10               8                7                3                6                2                
Vardas910        Pavardė910      10               8                4                0                6                1                7                4                7                10               6                1                6                7                2                6                
Vardas911        Pavardė911      4                2                6                2                5                2                1                3                8                1                1                4                7                9                0                5                
Vardas912        Pavardė912      2                5                7                2                9                2                1                4                6                4                6                9                3                4                1                1                
Vardas913        Pavardė913      6                10               8                4                6                4                7                10               7                5                4                0                0                1                2                2                
Vardas914        Pavardė914      9                6                5                4                2                3                10               4                2                5                7                2                7                3                2                2                
Vardas915        Pavardė915      2                10               9                3                6                7                4                5                1                8                8                5                0                4                2                9                
Vardas916        Pavardė916      2                2                1                7                10               4                8                5                9                1                7                0                2                6                0                4                
Vardas917        Pavardė917      3                7                7                2                2                10               8                7                8                3                10               2                5                4                3                4                
Vardas918        Pavardė918      10               2                5                1                6                8                1                3                3                2                8                9                9                7                8                0                
Vardas919        Pavardė919      5                2                6                4                8                3                0                2                4                9                1                3                4                9                5                1                
Vardas920        Pavardė920      9                4                1                2                0                5                2                3                7                1                7                2                7                9                0                4                
Vardas921        Pavardė921      6                8                7                8                6                4                2                1                10               6                8                10               7                9                1                10               
Vardas922        Pavardė922      0                7                10               9                1                2                3                10               0                5                4                4                2                0                7                9                
Vardas923        Pavardė923      5                10               7                7                3                5                1                7                1                7                6                9                5                3                8                8                
Vardas924        Pavardė924      4                2                2                8                7                3                6                7                2                8                10               2                0                0                2                9                
Vardas925        Pavardė925      4                5                8                6                10               3                5                7                7                0                5                1                10               1                9                10               
Vardas926        Pavardė926      1                0                5                1                6                2                10               2                7                6                7                5                5                6                8                2                
Vardas927        Pavardė927      0                8                6                6                5                6                0                1                6                9                2                5                7                8                8                0                
Vardas928        Pavardė928      6                2                6                10               6                4                9                2                2                2                10               1                2                8                0                0                
Vardas929        Pavardė929      9                9                0                1                1                4                9                10               5                5                6                9                1                8                0                9                
Vardas930        Pavardė930      1                2                0                0                9                2                10               1                9                5                5                3                1                3                8                6                
Vardas931        Pavardė931      6                1                8                1                10               9                5                3                5                2                10               4                7                10               2                9                
Vardas932        Pavardė932      10               10               2                10               3                3                4                8                2                6                7                8                2                0                2                3                
Vardas933        Pavardė933      4                0                1                6                10               7                9                6                6                1                2                6                8                3                0                10               
Vardas934        Pavardė934      7                8                1                0                2                0                2                4                3                2                6                4                4                4                7                0                
Vardas935        Pavardė935      10               9                10               10               9                0                9                7                10               8                8                2                0                0                0                0                
Vardas936        Pavardė936      10               4                3                2                2                5                7                4                7                3                10               8                6                1                9                6                
Vardas937        Pavardė937      2                9                6                6                7                8                2                7                10               10               3                4                5                6                6                7                
Vardas938        Pavardė938      5                7                0                4                8                0                4                9                9                5                0                1                9                0                5                10               
Vardas939        Pavardė939      7                9                0                8                8                5                6                7                0                9                7                9                8                8                3                4                
Vardas940        Pavardė940      9                5                6                7                10               8                10               2                8                3                7                1                10               1                7                0                
Vardas941        Pavardė941      4                6                8                1                3                5                1                7                8                6                6                9                7                5                9                6                
Vardas942        Pavardė942      1                7                6                6                6                8                2                0                9                10               10               8                10               2                8                10               
Vardas943        Pavardė943      5                9                5                6                1                0                10               10               3                10               10               10               2                2                4                3                
Vardas944        Pavardė944      10               4                7                4                4                4                6                6                7                3                8                1                5                9                7                8                
Vardas945        Pavardė945      2                8                3                0                5                5                10               9                0                3                0                6                10               2                6                9                
Vardas946        Pavardė946      0                2                8                2                5                2                5                3                8                4                6                6                10               2                7                6                
Vardas947        Pavardė947      7                9                10               3                6                6                3                3                2                5                5                3                4                7                4                3                
Vardas948        Pavardė948      1                2                4                4                1                4                7                8                10               9                6                8                5                6                3                2                
Vardas949        Pavardė949      7                3                4                3                0                0                1                6                1                3                4                10               10               9                4                4                
Vardas950        Pavardė950      9                1                6                0                3                2                7                5                8                6                0                9                6                4                9                7                
Vardas951        Pavardė951      1                3                4                5                2                4                5                0                2                5                5                3                4                1                2                0                
Vardas952        Pavardė952      10               3                4                4                7                1                9                9                9                0                0                1                2                2                4                3                
Vardas953        Pavardė953      7                4                6                5                4                0                10               3                4                4                4                7                3                0                3                7                
Vardas954        Pavardė954      9                5                1                0                4                8                7                6                2                5                1                0                10               10               2                0                
Vardas955        Pavardė955      8                9                2                7                8                5                3                5                5                6                6                3                10               6                4                8                
Vardas956        Pavardė956      6                4                10               10               4                4                9                4                3                0                9                8                10               1                3                1                
Vardas957        Pavardė957      6                2                9                8                2                1                4                10               5                9                8                7                5                2                5                9                
Vardas958        Pavardė958      6                0                6                3                1                0                8                0                0                6                9                6                6                2                1                6                
Vardas959        Pavardė959      9                7                9                5                5                2                0                2                10               9                10               9                7                3                9                9                
Vardas960        Pavardė960      8                0                8                4                2                1                7                10               6                10               2                0                0                3                8                0                
Vardas961        Pavardė961      4                0                2                5                3                8                9                1                6                9                4                7                2                10               9                6                
Vardas962        Pavardė962      7                5                0                4                8                0                9                9                5                6                1                7                2                6                10               4                
Vardas963        Pavardė963      1                9                8                0                3                6                6                4                7                0                9                7                10               1                0                3                
Vardas964        Pavardė964      5                6                1                10               10               2                6                6                0                9                5                0                10               7                10               3                
Vardas965        Pavardė965      4                7                10               3                4                7                8                7                1                0                4                3                0                0                1                3                
Vardas966        Pavardė966      5                7                5                7                8                6                4                1                3                7                2                6                6                0                7                10               
Vardas967        Pavardė967      6                0                7                3                2                5                1                5                0                2                8                6                10               9                8                4                
Vardas968        Pavardė968      6                0                10               6                5                9                6                2                6                1                2                8                8                3                0                1                
Vardas969        Pavardė969      4                9                9                3                9                7                5                4                1                7                1                4                6                6                2                5                
Vardas970        Pavardė970      7                5                1                0                6                10               2                9                0                5                6                2                1                10               5                2                
Vardas971        Pavardė971      2                8                6                8                3                2                8                9                6                9                1                5                6                3                7                0                
Vardas972        Pavardė972      6                5                8                10               10               2                7                2                5                9                1                9                7                4                9                6                
Vardas973        Pavardė973      4                6                4                2                4                8                4                8                5                8                8                3                10               3                1                0                
Vardas974        Pavardė974      9                5                8                10               9                4                9                3                1                6                5                5                2                3                10               7                
Vardas975        Pavardė975      10               0                0                2                3                4                0                9                0                3                6                9                7                5                3                10               
Vardas976        Pavardė976      8                9                7                0                8                2                1                10               7                5                0                2                0                0                8                1                
Vardas977        Pavardė977      0                10               4                5                7                1                10               5                9                1                6                2                9                3                6                7                
