Vardas              Pavardė            ND1              ND2              ND3              ND4              ND5              ND6              ND7              ND8              ND9              ND10             ND11             ND12             ND13             ND14             ND15             EGZ              
Vardas845           Pavardė845         3                9                4                5                7                7                1                6                10               8                7                1                2                3                7                1                
Vardas846           Pavardė846         3                3                7                8                2                5                4                10               6                9                0                1                7                3                6                9                
Vardas847           Pavardė847         1                0                6                8                8                9                4                10               7                10               3                2                5                8                6                6                
Vardas848           Pavardė848         1                9                7                4                1                0                2                1                10               0                5                9                5                2                0                3                
Vardas849           Pavardė849         3                7                5                7                7                3                6                2                2                0                4                9                2                3                10               3                
Vardas85            Pavardė85          9                2                6                10               0                10               5                6                4                5                1                4                9                10               6                10               
Vardas850           Pavardė850         10               2                2                7                4                7                0                5                7                3                1                5                6                6                9                5                
Vardas851           Pavardė851         9                4                3                1                2                10               2                7                2                10               7                9                1                6                7                4                
Vardas852           Pavardė852         0                4                5                9                10               4                9                7                4                2                4                3                4                1                7                3                
Vardas853           Pavardė853         0                10               6                4                1                0                10               4                7                10               2                4                4                8                7                2                
Vardas854           Pavardė854         10               10               6                8                8                9                6                5                10               9                9                1                8                9                9                4                
Vardas855           Pavardė855         3                6                2                5                0                2                4                9                0                3                9                2                8                5                10               0                
Vardas856           Pavardė856         4                3                2                4                3                9                5                0                0                4                7                5                9                2                9                9                
Vardas857           Pavardė857         10               6                0                3                8                6                5                2                6                2                10               6                5                6                3                7                
Vardas858           Pavardė858         1                9                3                2                5                10               5                8                4                1                2                5                0                4                10               10               
Vardas859           Pavardė859         9                0                6                8                0                8                2                1                1                9                0                8                5                6                3                9                
Vardas86            Pavardė86          1                10               6                7                10               2                9                1                7                1                1                4                4                5                6                3                
Vardas860           Pavardė860         6                4                4                0                4                3                1                6                6                8                1                7                10               8                0                1                
Vardas861           Pavardė861         4                1                4                0                2                2                6                9                5                5                9                8                5                2                5                4                
Vardas862           Pavardė862         0                9                1                4                1                0                3                1                8                7                2                3                6                4                8                3                
Vardas863           Pavardė863         6                0                3                7                10               10               3                4                4                7                2                8                0                1                0                5                
Vardas864           Pavardė864         10               1                8                5                9                6                3                4                2                7                8                2                10               3                9                10               
Vardas865           Pavardė865         5                1                2                4                4                10               2                5                4                0                10               6                6                3                6                4                
Vardas866           Pavardė866         1                3                0                5                0                7                4                5                9                9                9                5                5                7                1                3                
Vardas867           Pavardė867         6                7                2                5                2                4                8                9                5                4                9                4                3                6                1                4                
Vardas868           Pavardė868         5                0                0                1                4                3                4                3                2                4                6                9                10               0                0                7                
Vardas869           Pavardė869         4                6                7                7                4                4                0                5                0                6                9                2                8                2                8                10               
Vardas87            Pavardė87          3                2                7                0                5                6                3                0                5                7                3                8                2                8                4                9                
Vardas870           Pavardė870         10               0                3                9                8                6                1                8                9                6                4                1                7                1                3                7                
Vardas871           Pavardė871         2                4                4                3                6                9                9                10               3                3                10               6                7                10               6                2                
Vardas872           Pavardė872         4                10               5                8                0                5                2                9                8                8                6                8                7                6                5                2                
Vardas873           Pavardė873         10               3                4                10               10               4                2                10               9                6                5                2                6                6                0                2                
Vardas874           Pavardė874         0                10               3                6                5                4                0                1                5                4                8                4                3                2                0                4                
Vardas875           Pavardė875         2                4                0                9                8                7                3                2                4                5                0                10               4                0                4                9                
Vardas876           Pavardė876         6                9                0                3                9                3                10               3                2                8                10               10               6                7                1                8                
Vardas877           Pavardė877         6                3                1                10               1                2                9                1                9                0                5                10               6                2                1                6                
Vardas878           Pavardė878         1                8                10               2                9                9                1                8                5                5                4                3                7                5                2                6                
Vardas879           Pavardė879         4                3                9                1                7                5                3                2                7                8                8                4                7                10               2                0                
Vardas88            Pavardė88          1                3                7                0                6                5                8                4                3                5                4                6                7                7                9                0                
Vardas880           Pavardė880         9                0                8                4                0                10               10               10               1                8                4                7                9                2                7                6                
Vardas881           Pavardė881         9                3                1                5                4                4                4                6                6                6                0                2                9                6                9                8                
Vardas882           Pavardė882         5                0                6                4                0                2                2                7                2                5                4                3                5                10               4                9                
Vardas883           Pavardė883         10               4                0                1                1                2                7                4                4                3                4                0                1                4                6                8                
Vardas884           Pavardė884         0                4                4                4                8                5                2                0                5                9                0                4                3                3                9                10               
Vardas885           Pavardė885         4                10               7                6                6                3                0                7                7                6                10               0                10               6                10               4                
Vardas886           Pavardė886         9                7                1                4                8                10               0                6                2                9                3                6                2                9                6                6                
Vardas887           Pavardė887         2                5                10               0                0                5                10               1                0                6                8                1                10               7                10               6                
Vardas888           Pavardė888         6                9                7                3                8                10               6                9                2                7                6                2                2                4                10               10               
Vardas889           Pavardė889         10               4                7                6                1                3                8                4                6                2                10               10               7                6                7                4                
Vardas89            Pavardė89          6                3                10               4                8                8                10               8                5                1                3                0                3                8                9                1                
Vardas890           Pavardė890         6                9                3                8                10               0                6                6                0                8                10               10               10               4                4                2                
Vardas891           Pavardė891         7                7                8                1                8                2                6                1                9                4                9                4                1                10               7                9                
Vardas892           Pavardė892         3                7                9                5                7                2                6                3                9                5                1                8                0                7                2                5                
Vardas893           Pavardė893         5                0                4                9                0                10               7                10               10               2                9                1                7                2                5                1                
Vardas894           Pavardė894         6                6                5                8                5                0                2                6                8                9                9                5                6                8                9                4                
Vardas895           Pavardė895         7                2                0                7                2                7                7                4                1                7                4                2                4                7                0                0                
Vardas896           Pavardė896         3                5                7                7                5                2                8                5                7                4                4                2                7                0                8                7                
Vardas897           Pavardė897         0                2                8                3                9                2                8                9                9                2                6                3                5                4                4                1                
Vardas898           Pavardė898         1                5                7                2                1                0                3                2                0                3                10               1                6                0                5                8                
Vardas899           Pavardė899         10               9                4                2                6                6                1                6                2                2                9                3                4                2                2                7                
Vardas9             Pavardė9           4                8                7                6                2                8                0                8                7                8                6                8                7                0                6                10               
Vardas90            Pavardė90          10               10               2                4                7                6                4                3                8                10               8                3                2                2                10               4                
Vardas900           Pavardė900         10               4                6                5                6                0                2                0                7                10               0                4                3                0                0                0                
Vardas901           Pavardė901         9                1                5                1                10               8                5                1                6                1                9                6                8                0                9                2                
Vardas902           Pavardė902         8                2                5                3                5                2                5                2                4                10               4                6                5                7                1                8                
Vardas903           Pavardė903         6                7                9                7                7                6                5                9                10               3                8                7                8                4                1                1                
Vardas904           Pavardė904         3                5                3                10               4                3                9                6                6                9                8                4                1                8                10               0                
Vardas905           Pavardė905         3                9                4                8                1                2                6                5                6                8                7                1                10               9                8                3                
Vardas906           Pavardė906         3                7                2                10               4                1                1                7                7                2                7                3                7                9                5                10               
Vardas907           Pavardė907         2                3                6                2                2                4                9                2                1                0                9                8                1                4                1                5                
Vardas908           Pavardė908         6                0                9                7                2                9                0                5                8                10               7                8                6                6                1                7                
Vardas909           Pavardė909         0                1                8                0                2                2                1                7                7                10               9                3                10               0                3                7                
Vardas91            Pavardė91          9                1                7                3                5                4                2                10               10               2                9                10               0                6                9                10               
Vardas910           Pavardė910         3                8                7                5                3                0                7                0                5                8                0                3                3                6                4                0                
Vardas911           Pavardė911         5                2                8                4                2                9                7                7                1                9                2                1                5                3                6                8                
Vardas912           Pavardė912         8                1                2                6                2                1                0                4                3                5                2                5                4                2                5                4                
Vardas913           Pavardė913         0                7                10               7                3                2                10               10               4                6                5                10               1                9                6                6                
Vardas914           Pavardė914         2                10               7                6                4                1                8                2                5                4                4                8                1                4                7                6                
Vardas915           Pavardė915         10               3                9                3                9                8                6                0                2                6                10               3                2                4                10               9                
Vardas916           Pavardė916         6                0                7                4                9                6                3                8                8                1                1                4                5                5                10               5                
Vardas917           Pavardė917         5                4                10               10               7                1                3                5                0                1                0                10               5                7                3                5                
Vardas918           Pavardė918         9                6                4                10               2                7                3                8                2                4                5                10               0                1                1                4                
Vardas919           Pavardė919         2                6                10               1                7                8                9                7                6                7                8                3                0                1                0                1                
Vardas92            Pavardė92          0                10               1                3                10               3                7                0                9                7                3                1                6                3                1                10               
Vardas920           Pavardė920         5                5                10               4                2                0                0                9                9                8                0                7                4                9                10               1                
Vardas921           Pavardė921         2                2                2                0                10               7                9                10               7                4                10               3                2                8                5                4                
Vardas922           Pavardė922         3                9                0                3                3                3                0                8                6                6                9                5                2                7                6                5                
Vardas923           Pavardė923         4                5                9                5                4                2                5                5                2                0                2                8                10               9                7                0                
Vardas924           Pavardė924         10               4                1                5                9                3                7                8                5                10               5                9                0                3                7                10               
Vardas925           Pavardė925         10               7                5                2                9                2                9                6                7                10               10               2                5                0                6                6                
Vardas926           Pavardė926         1                10               2                8                6                1                4                4                1                4                10               0                2                4                7                7                
Vardas927           Pavardė927         2                2                6                5                1                5                5                6                9                3                8                2                6                0                1                6                
Vardas928           Pavardė928         5                4                6                0                8                4                8                7                10               4                3                4                7                5                10               1                
Vardas929           Pavardė929         0                1                3                6                6                4                9                1                1                5                8                8                7                3                3                7                
Vardas93            Pavardė93          10               0                0                5                7                4                1                2                6                3                8                1                5                5                10               2                
Vardas930           Pavardė930         0                5                3                0                6                1                3                0                7                5                5                6                4                10               8                10               
Vardas931           Pavardė931         10               0                0                5                7                10               9                9                8                2                1                0                2                9                2                7                
Vardas932           Pavardė932         5                3                10               2                0                8                9                0                6                9                7                10               7                4                2                9                
Vardas933           Pavardė933         3                5                7                4                0                7                3                5                1                3                4                7                3                1                4                6                
Vardas934           Pavardė934         1                4                4                6                7                8                6                8                6                0                10               8                8                1                9                10               
Vardas935           Pavardė935         2                7                7                6                5                7                4                3                7                5                2                8                8                5                7                4                
Vardas936           Pavardė936         6                8                5                8                6                3                8                8                0                4                3                0                8                2                3                0                
Vardas937           Pavardė937         3                4                5                4                8                7                1                5                3                0                6                0                3                2                10               2                
Vardas938           Pavardė938         5                9                1                6                5                10               9                5                0                0                6                6                5                8                0                3                
Vardas939           Pavardė939         7                4                6                2                6                9                3                5                1                0                0                10               0                3                2                6                
Vardas94            Pavardė94          2                0                3                8                9                1                1                10               7                4                4                3                7                7                8                9                
Vardas940           Pavardė940         9                3                9                10               2                6                8                0                5                10               0                10               9                0                7                5                
Vardas941           Pavardė941         7                8                7                0                9                8                8                4                4                1                4                9                5                3                5                9                
Vardas942           Pavardė942         8                10               3                5                5                0                0                2                9                4                8                10               5                1                3                10               
Vardas943           Pavardė943         1                9                8                10               2                8                9                4                1                1                0                0                5                3                2                0                
Vardas944           Pavardė944         9                2                2                0                3                2                3                8                1                5                3                0                6                8                4                8                
Vardas945           Pavardė945         1                10               5                8                3                2                5                1                2                0                4                9                2                3                9                2                
Vardas946           Pavardė946         5                5                6                9                5                5                8                8                0                0                2                10               7                1                0                8                
Vardas947           Pavardė947         7                6                3                8                6                5                0                3                0                3                6                2                5                2                0                9                
Vardas948           Pavardė948         4                1                0                7                7                7                2                7                8                0                1                5                0                0                2                4                
Vardas949           Pavardė949         1                7                0                6                10               10               2                7                5                3                0                8                0                9                6                9                
Vardas95            Pavardė95          2                0                8                0                6                7                10               4                5                8                9                6                10               6                0                1                
Vardas950           Pavardė950         3                5                8                3                2                3                6                0                2                5                7                0                9                5                10               7                
Vardas951           Pavardė951         9                4                0                4                8                9                5                2                2                7                9                3                5                7                2                1                
Vardas952           Pavardė952         2                7                9                6                10               6                0                0                3                1                8                3                0                2                0                2                
Vardas953           Pavardė953         5                1                8                0                4                7                3                7                6                6                0                1                4                2                1                7                
Vardas954           Pavardė954         4                0                5                4                0                8                2                5                7                1                10               1                4                6                0                8                
Vardas955           Pavardė955         8                9                5                9                8                4                3                1                6                9                5                4                1                4                7                8                
Vardas956           Pavardė956         4                0                10               7                6                3                0                8                8                6                8                1                4                2                7                2                
Vardas957           Pavardė957         5                2                3                0                5                8                6                5                4                3                0                7                8                1                7                1                
Vardas958           Pavardė958         3                5                4                1                2                5                8                4                2                1                1                7                10               2                10               3                
Vardas959           Pavardė959         7                9                4                5                3                3                6                9                1                1                2                8                2                9                3                2                
Vardas96            Pavardė96          1                7                0                4                2                10               2                6                1                9                4                8                3                4                8                0                
Vardas960           Pavardė960         5                2                7                0                1                10               10               6                4                2                5                5                9                4                6                10               
Vardas961           Pavardė961         2                3                0                7                1                6                1                9                3                2                4                0                9                4                0                4                
Vardas962           Pavardė962         8                1                7                6                7                1                8                1                2                7                8                10               1                8                0                4                
Vardas963           Pavardė963         9                4                10               0                0                3                4                9                10               10               3                4                6                2                8                0                
Vardas964           Pavardė964         3                7                6                4                9                2                7                8                6                0                9                7                1                1                3                1                
Vardas965           Pavardė965         10               2                6                8                8                5                10               8                10               2                9                10               9                5                3                3                
Vardas966           Pavardė966         4                7                1                3                8                6                2                6                6                6                1                4                4                6                1                7                
Vardas967           Pavardė967         7                3                2                3                6                1                9                1                8                0                4                6                0                10               2                0                
Vardas968           Pavardė968         10               5                0                2                5                5                3                7                8                4                4                8                4                2                5                9                
Vardas969           Pavardė969         10               10               7                0                5                6                4                3                9                5                2                0                8                5                8                8                
Vardas97            Pavardė97          10               4                10               8                7                1                0                7                10               0                10               3                0                5                7                8                
Vardas970           Pavardė970         10               2                9                2                8                1                1                9                5                7                7                5                10               10               7                3                
Vardas971           Pavardė971         10               10               1                3                0                7                2                0                5                2                4                1                2                10               5                9                
Vardas972           Pavardė972         3                6                9                7                1                10               3                4                3                4                2                8                8                2                8                5                
Vardas973           Pavardė973         0                7                5                1                7                9                7                9                3                10               3                6                4                10               0                8                
Vardas974           Pavardė974         6                10               5                1                6                9                8                8                8                4                6                9                0                8                8                7                
